Name,Custodian,Caption,Description,Data type,Purpose,Tag,Source Link,Citation,Institution,Longitude,Latitude,number
File:General William Jenkins Worth Monument.jpg,Lisa,General Worth Monument,"Color photo, front view of the monument",Photo,Map Pin,War Memorial,https://commons.wikimedia.org/w/index.php?title=File:General_William_Jenkins_Worth_Monument.jpg&oldid=535800783,"File:General William Jenkins Worth Monument.jpg. (2021, February 25). Wikimedia Commons, the free media repository. Retrieved 22:52, March 3, 2021 from https://commons.wikimedia.org/w/index.php?title=File:General_William_Jenkins_Worth_Monument.jpg&oldid=535800783.",Wikimedia Commons,-73.989238,40.7277,1
